13
16
13
11
8
7
9
10
9
8
7
11
11
11
9
7
7
10
8
7
14
4
12
17
7
9
17
15
6
9
14
11
9
9
14
20
15
10
13
12
17
11
14
18
13
18
10
25
10
18
19
19
9
16
11
17
13
19
12
21
17
16
19
13
7
14
14
11
13
20
21
9
18
12
